,Accepted Symbol,Synonym Symbol,Scientific Name,Invasive,C:N Ratio,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Leaf Retention,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,"Frost Free Days, Minimum",Moisture Use,pH (Minimum),pH (Maximum),Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Palatable Browse Animal,Sheffields Aval
556,LEAR11,,Leymus arenarius,,Medium,Rapid,,3.0,No,None,Yes,Yes,200.0,Medium,5.7,6.5,34.0,60.0,16.0,Intolerant,7.0,Routinely Available,Yes,Low,False
557,LECI4,,Leymus cinereus,,Medium,Moderate,,5.0,No,None,Yes,Yes,90.0,High,5.6,9.0,8.0,20.0,20.0,Intolerant,-43.0,Routinely Available,Yes,Low,False
558,LEMOM2,,Leymus mollis ssp. mollis,,High,Rapid,,4.0,No,None,Yes,No,150.0,Medium,6.0,8.0,30.0,60.0,16.0,Intolerant,7.0,Routinely Available,No,Low,False
559,LERA5,,Leymus racemosus,,High,Rapid,,3.0,No,None,Yes,Yes,120.0,Medium,6.0,9.0,10.0,60.0,16.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
560,LETR5,,Leymus triticoides,,Medium,Rapid,,3.0,No,None,No,Yes,110.0,High,6.0,9.0,7.0,60.0,10.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
561,LIPU,,Liatris punctata,,Medium,Slow,,2.0,No,None,Yes,Yes,120.0,Medium,6.0,7.8,18.0,26.0,14.0,Intolerant,-43.0,Routinely Available,Yes,High,False
562,LIPY,,Liatris pycnostachya,,Medium,Moderate,,3.5,No,None,Yes,Yes,120.0,Medium,6.0,8.5,16.0,30.0,14.0,Intolerant,-33.0,Routinely Available,Yes,Medium,False
563,LISP,,Liatris spicata,,High,Slow,,4.5,No,None,No,Yes,165.0,Medium,5.6,7.5,35.0,60.0,14.0,Intermediate,-18.0,Routinely Available,Yes,Low,True
564,LIAM,,Ligustrum amurense,,High,Moderate,12.0,12.0,No,None,No,Yes,130.0,Medium,5.8,7.5,34.0,70.0,20.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
565,LIJA,,Ligustrum japonicum,,High,Rapid,10.0,10.0,Yes,None,Yes,Yes,100.0,Low,5.5,6.9,30.0,80.0,18.0,Tolerant,-13.0,Routinely Available,Yes,Low,True
566,LIOV,,Ligustrum ovalifolium,STATE,High,Rapid,16.0,16.0,Yes,None,No,Yes,160.0,Medium,5.9,7.7,34.0,70.0,20.0,Intolerant,-3.0,Routinely Available,Yes,Low,False
567,LIVU,,Ligustrum vulgare,"SEEPPC, WI",Medium,Rapid,12.0,12.0,No,None,No,Yes,130.0,Medium,5.0,7.5,18.0,50.0,2.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
568,LIBE3,,Lindera benzoin,,Medium,Slow,12.0,12.0,No,None,No,Yes,120.0,Medium,4.5,6.0,32.0,50.0,18.0,Intermediate,-23.0,Routinely Available,Yes,Medium,True
569,LILE3,,Linum lewisii,,Medium,Moderate,,2.5,No,None,Yes,Yes,95.0,Medium,5.6,8.4,10.0,20.0,14.0,Intolerant,-36.0,Routinely Available,Yes,Low,False
570,LIMI6,,Lippia micromera,,High,,2.0,2.5,No,None,Yes,Yes,365.0,,6.1,7.8,29.0,80.0,12.0,Intolerant,40.0,Routinely Available,Yes,,False
571,LIST2,,Liquidambar styraciflua,,High,Rapid,45.0,100.0,No,None,Yes,Yes,180.0,High,4.5,7.0,40.0,60.0,36.0,Intolerant,-21.0,Routinely Available,Yes,Medium,True
572,LITU,,Liriodendron tulipifera,,High,Rapid,50.0,120.0,No,None,Yes,Yes,150.0,Medium,4.5,6.5,30.0,80.0,32.0,Intolerant,-18.0,Routinely Available,Yes,Low,True
573,LIMU6,,Liriope muscari,,High,Moderate,,0.5,No,None,Yes,Yes,150.0,Low,5.0,8.0,26.0,60.0,12.0,Tolerant,-23.0,Routinely Available,No,Low,True
574,LOCA2,,Lobelia cardinalis,,Medium,Moderate,,5.9,No,None,No,Yes,130.0,Low,5.8,7.8,28.0,60.0,12.0,Tolerant,-34.0,Routinely Available,Yes,Medium,True
575,LOPE,,Lolium perenne,,Low,Rapid,,3.5,No,None,No,Yes,100.0,High,5.0,8.0,30.0,65.0,10.0,Intolerant,-18.0,Routinely Available,Yes,Low,True
576,LOPEM2,,Lolium perenne ssp. multiflorum,"Cal-IPC, N'EAST, SWSS",Low,Rapid,,2.5,No,None,Yes,Yes,150.0,Medium,5.0,7.9,18.0,65.0,8.0,Intermediate,-8.0,Routinely Available,Yes,Low,False
577,LORI,,Lolium rigidum,,Low,Rapid,,3.5,No,None,Yes,Yes,200.0,High,5.5,7.5,15.0,60.0,10.0,Intolerant,12.0,Routinely Available,Yes,Low,False
578,LOIN5,,Lonicera involucrata,,,Moderate,10.0,10.0,No,None,No,Yes,90.0,High,5.5,8.0,14.0,32.0,12.0,Tolerant,-43.0,Routinely Available,Yes,High,False
579,LOJA,,Lonicera japonica,"FLEPPC, HEAR, N'EAST, SEEPPC, STATE, SWSS, WI",Medium,Rapid,,1.0,No,None,No,Yes,130.0,Medium,4.9,7.8,24.0,60.0,10.0,Tolerant,-13.0,Routinely Available,Yes,Medium,False
580,LOMA6,,Lonicera maackii,"SEEPPC, STATE, WI",High,Moderate,9.0,16.0,No,Low,Yes,Yes,100.0,Medium,5.5,8.0,25.0,60.0,16.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
581,LOTA,,Lonicera tatarica,"N'EAST, STATE, WI",Medium,Rapid,9.0,9.0,No,None,Yes,Yes,120.0,Medium,5.2,7.5,32.0,50.0,16.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
582,LOUT2,,Lonicera utahensis,,High,Rapid,2.0,5.0,No,None,No,Yes,120.0,High,6.0,8.0,24.0,60.0,12.0,Tolerant,-23.0,Routinely Available,Yes,Low,False
583,LOCO6,,Lotus corniculatus,"N'EAST, NE&GP",Low,Moderate,,2.4,No,Medium,Yes,Yes,90.0,Medium,5.0,8.0,16.0,65.0,14.0,Intolerant,-43.0,Routinely Available,Yes,High,True
584,LOTE4,,Lotus tenuis,,Low,Moderate,,1.0,No,Medium,Yes,Yes,160.0,Low,4.5,7.9,25.0,50.0,12.0,Intolerant,-21.0,Routinely Available,Yes,Medium,False
585,LUAL3,,Lupinus albicaulis,,Low,Rapid,,3.0,No,High,Yes,Yes,180.0,Medium,6.0,7.0,35.0,60.0,10.0,Intolerant,47.0,Routinely Available,Yes,Low,True
586,LUNO,,Lupinus nootkatensis,,Low,Rapid,,2.0,No,Low,Yes,Yes,120.0,Medium,6.0,7.0,28.0,80.0,12.0,Intermediate,-35.0,Routinely Available,Yes,Low,False
587,LYCA2,,Lycium carolinianum,,High,Slow,3.0,9.0,No,None,Yes,Yes,250.0,High,5.5,9.0,24.0,62.0,10.0,Intolerant,17.0,Routinely Available,Yes,Low,False
588,LYSA3,,Lycium sandwicense,,High,Moderate,3.0,1.0,No,None,No,No,365.0,Medium,5.8,7.2,10.0,50.0,12.0,Intermediate,40.0,Routinely Available,No,Low,False
589,LYAM,,Lycopus americanus,NE&GP,High,Moderate,,1.8,No,None,No,Yes,120.0,High,5.2,7.8,12.0,60.0,10.0,Tolerant,-38.0,Routinely Available,Yes,,False
590,LYVI4,,Lycopus virginicus,,Low,Moderate,,4.0,No,None,No,Yes,110.0,High,5.0,6.3,35.0,80.0,6.0,Tolerant,-33.0,Routinely Available,Yes,Low,False
591,LYLU3,,Lyonia lucida,,Medium,Moderate,,6.6,Yes,None,Yes,Yes,200.0,Medium,3.5,6.0,40.0,60.0,20.0,Tolerant,2.0,Routinely Available,Yes,Medium,False
592,MABIB,,Machaeranthera bigelovii var. bigelovii,,High,Rapid,,4.0,No,None,Yes,Yes,160.0,Low,6.0,8.5,6.0,18.0,6.0,Intolerant,32.0,Routinely Available,Yes,High,False
593,MATA2,,Machaeranthera tanacetifolia,,Low,Rapid,,2.0,No,None,No,Yes,110.0,Medium,6.5,8.5,16.0,24.0,8.0,Intolerant,-33.0,Routinely Available,Yes,,True
594,MAPO,,Maclura pomifera,,High,Moderate,20.0,35.0,No,None,Yes,Yes,180.0,Medium,4.5,7.5,24.0,40.0,32.0,Intolerant,-23.0,Routinely Available,Yes,Low,True
595,MAAT80,,Macroptilium atropurpureum,,Medium,Rapid,,4.0,Yes,Medium,Yes,Yes,365.0,Low,5.0,8.0,15.0,111.0,24.0,Intermediate,23.0,Routinely Available,No,High,False
596,MAAC,,Magnolia acuminata,,High,Rapid,40.0,100.0,No,None,Yes,Yes,160.0,High,5.2,7.0,35.0,60.0,30.0,Intermediate,-16.0,Routinely Available,Yes,Low,True
597,MAGR4,,Magnolia grandiflora,,High,Moderate,40.0,100.0,Yes,None,No,Yes,220.0,High,4.5,6.5,35.0,60.0,42.0,Tolerant,7.0,Routinely Available,Yes,Low,False
598,MASO9,,Magnolia ×soulangiana,,High,Moderate,20.0,30.0,No,None,No,Yes,160.0,Medium,5.0,6.2,35.0,60.0,24.0,Intolerant,-8.0,Routinely Available,Yes,,False
599,MAST6,,Magnolia stellata,,High,Moderate,20.0,26.0,No,None,No,Yes,160.0,Medium,5.0,6.2,35.0,60.0,18.0,Intolerant,-8.0,Routinely Available,Yes,,False
600,MAVI2,,Magnolia virginiana,,High,Moderate,40.0,60.0,Yes,None,Yes,Yes,180.0,High,5.0,6.9,40.0,80.0,30.0,Intermediate,17.0,Routinely Available,Yes,High,True
601,MAAQ2,,Mahonia aquifolium,,High,Moderate,8.0,8.0,Yes,None,Yes,Yes,170.0,Low,5.0,8.0,20.0,45.0,20.0,Tolerant,-43.0,Routinely Available,Yes,Medium,True
602,MARE11,,Mahonia repens,,High,Slow,2.0,2.0,Yes,None,No,Yes,180.0,Medium,5.5,7.5,15.0,45.0,10.0,Tolerant,-23.0,Routinely Available,Yes,Medium,True
603,MAFL80,,Malus floribunda,,Medium,Moderate,20.0,25.0,No,None,No,Yes,130.0,Medium,5.0,7.8,32.0,60.0,30.0,Intolerant,-43.0,Routinely Available,Yes,Low,False
604,MASA9,,Malus sargentii,,High,Moderate,10.0,10.0,No,None,Yes,Yes,100.0,Medium,5.5,7.5,30.0,60.0,30.0,Intolerant,-33.0,Routinely Available,Yes,Medium,True
605,MASY2,,Malus sylvestris,,Medium,Moderate,30.0,40.0,No,None,Yes,Yes,150.0,Medium,4.8,7.0,30.0,50.0,36.0,Intolerant,-28.0,Routinely Available,Yes,High,True
606,MATO6,,Malus toringo,,,,,,,,,,,,,,,,,,,,,,False
607,MATO6,MASI80,Malus sieboldii,,High,Moderate,15.0,25.0,No,None,Yes,Yes,90.0,Medium,5.3,7.5,30.0,60.0,30.0,Intolerant,-33.0,Routinely Available,Yes,Medium,False
608,MAZU2,,Malus zumi,,,,,,,,,,,,,,,,,,,,,,False
609,MAZU2,MASIZ,Malus sieboldii var. zumi,,Medium,Moderate,20.0,25.0,No,None,No,Yes,100.0,Medium,4.8,7.5,50.0,60.0,30.0,Intermediate,-33.0,Routinely Available,Yes,High,False
610,MAAM2,,Mammea americana,,,Rapid,50.0,55.0,Yes,None,Yes,Yes,365.0,,4.0,8.5,50.0,100.0,36.0,Intolerant,40.0,Routinely Available,Yes,,False
611,MAIN3,,Mangifera indica,,High,Moderate,65.0,65.0,Yes,None,Yes,Yes,365.0,Medium,4.0,7.0,60.0,100.0,60.0,Intolerant,17.0,Routinely Available,Yes,Medium,False
612,MAES,,Manihot esculenta,,Medium,Rapid,,10.0,Yes,None,No,Yes,365.0,Medium,5.0,5.5,60.0,80.0,24.0,Intolerant,17.0,Routinely Available,Yes,,False
613,MAZA,,Manilkara zapota,,High,Slow,50.0,50.0,Yes,None,Yes,Yes,365.0,Medium,4.0,7.0,60.0,100.0,60.0,Intermediate,17.0,Routinely Available,Yes,Medium,False
614,MELU,,Medicago lupulina,"KY, N'EAST, NE&GP, SWSS, WSWS",Low,Moderate,,2.0,No,Medium,No,Yes,110.0,Medium,5.5,8.0,13.0,60.0,12.0,Intolerant,23.0,Routinely Available,Yes,Medium,False
615,MEPO3,,Medicago polymorpha,STATE,Low,Moderate,,1.3,No,High,No,Yes,100.0,Medium,5.9,8.2,12.0,75.0,12.0,Intolerant,32.0,Routinely Available,Yes,Medium,False
616,MESA,,Medicago sativa,SWSS,Low,Rapid,,2.0,No,High,No,Yes,90.0,High,6.0,8.5,12.0,65.0,24.0,Intolerant,-43.0,Routinely Available,Yes,High,False
617,MEAZ,,Melia azedarach,"FLEPPC, SEEPPC",High,Rapid,50.0,50.0,Yes,None,Yes,Yes,365.0,Low,4.0,8.0,20.0,60.0,60.0,Intolerant,17.0,Routinely Available,Yes,Low,True
618,MEBI,,Melicoccus bijugatus,,High,Moderate,60.0,60.0,Yes,None,No,Yes,365.0,Medium,4.0,7.5,30.0,100.0,60.0,Intermediate,17.0,Routinely Available,Yes,,False
619,MEOF,,Melilotus officinalis,"NE&GP, SEEPPC, WI, WSWS",Low,Rapid,,6.0,No,Medium,No,Yes,110.0,Medium,6.5,8.2,17.0,65.0,16.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
620,MEOF,MEAL12,Melilotus alba,"KY, SEEPPC, SWSS, WI",Low,Rapid,,5.0,No,Medium,Yes,Yes,120.0,Medium,6.5,8.0,17.0,60.0,32.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
621,MEAR4,,Mentha arvensis,NE&GP,,Moderate,,2.6,No,None,No,Yes,100.0,Medium,5.0,7.0,20.0,50.0,6.0,Intermediate,-33.0,Routinely Available,No,Low,False
622,METR3,,Menyanthes trifoliata,,Medium,Moderate,,0.8,No,None,No,Yes,100.0,High,4.8,6.5,12.0,55.0,10.0,Intermediate,-33.0,Routinely Available,Yes,,False
623,MEVI3,,Mertensia virginica,,,Moderate,,2.3,No,None,No,Yes,100.0,High,4.5,8.0,26.0,54.0,4.0,Tolerant,-28.0,Routinely Available,Yes,Medium,False
624,MEGL8,,Metasequoia glyptostroboides,,High,Rapid,60.0,100.0,No,None,No,Yes,200.0,High,6.2,8.4,24.0,55.0,48.0,Intolerant,-13.0,Routinely Available,Yes,,True
625,MEPO5,,Metrosideros polymorpha,,High,Slow,30.0,65.0,Yes,None,Yes,Yes,320.0,Medium,4.3,5.7,20.0,450.0,24.0,Intolerant,22.0,Routinely Available,Yes,,False
626,MISC,,Mikania scandens,STATE,Medium,Rapid,,1.0,No,None,No,Yes,110.0,Medium,5.7,8.7,30.0,60.0,16.0,Tolerant,-38.0,Routinely Available,Yes,High,False
627,MIAL2,,Mimulus alatus,,,Rapid,,2.3,No,None,No,Yes,150.0,High,6.2,7.8,24.0,60.0,2.0,Tolerant,-23.0,Routinely Available,Yes,High,False
628,MICA3,,Mimulus cardinalis,,Medium,Moderate,,2.5,No,None,No,Yes,120.0,High,6.0,7.2,24.0,45.0,6.0,Tolerant,-28.0,Routinely Available,Yes,Low,False
629,MIGU,,Mimulus guttatus,,Medium,Rapid,,2.5,No,None,Yes,Yes,110.0,High,6.0,8.0,10.0,24.0,12.0,Tolerant,-38.0,Routinely Available,Yes,Low,True
630,MIPR,,Mimulus primuloides,,Medium,Moderate,,1.5,No,None,No,Yes,100.0,High,6.0,7.2,24.0,60.0,8.0,Tolerant,-33.0,Routinely Available,Yes,Low,False
631,MISI,,Miscanthus sinensis,SEEPPC,Medium,Moderate,,5.0,No,None,Yes,Yes,120.0,Medium,4.6,7.5,24.0,55.0,14.0,Intolerant,-18.0,Routinely Available,Yes,Low,False
632,MOFI,,Monarda fistulosa,NE&GP,,Moderate,,4.9,No,None,No,Yes,150.0,High,6.0,8.0,20.0,60.0,4.0,Intermediate,-32.0,Routinely Available,Yes,Medium,True
633,MOCA6,,Morella californica,,High,Moderate,30.0,33.0,Yes,Low,Yes,Yes,240.0,Medium,6.0,7.5,40.0,70.0,20.0,Intolerant,22.0,Routinely Available,Yes,Low,False
634,MOCA7,,Morella caroliniensis,,,Moderate,7.0,7.0,Yes,None,Yes,Yes,180.0,Medium,4.5,7.0,44.0,60.0,12.0,Tolerant,-13.0,Routinely Available,Yes,Low,False
635,MOCE2,,Morella cerifera,,High,Moderate,10.0,10.0,Yes,None,Yes,Yes,155.0,High,5.4,9.1,34.0,60.0,20.0,Intolerant,-3.0,Routinely Available,Yes,Low,False
636,MOIN,,Morella inodora,,,Moderate,23.0,23.0,Yes,None,Yes,Yes,240.0,Medium,4.0,7.5,52.0,64.0,12.0,Tolerant,17.0,Routinely Available,Yes,Low,False
637,MOPE6,,Morella pensylvanica,,High,Slow,9.0,12.0,No,Medium,Yes,Yes,140.0,Medium,5.5,7.8,32.0,65.0,20.0,Intolerant,-28.0,Routinely Available,No,Low,False
638,MOCI3,,Morinda citrifolia,,Low,Moderate,20.0,20.0,Yes,High,Yes,Yes,365.0,Medium,5.5,7.0,35.0,100.0,24.0,Intermediate,36.0,Routinely Available,Yes,,True
639,MOAL,,Morus alba,"N'EAST, WI",High,Moderate,30.0,50.0,No,None,Yes,Yes,130.0,Low,5.0,7.0,30.0,60.0,24.0,Intermediate,-18.0,Routinely Available,Yes,Low,True
640,MORU2,,Morus rubra,,High,Moderate,45.0,70.0,No,None,Yes,Yes,140.0,Medium,5.0,7.0,35.0,60.0,24.0,Tolerant,-33.0,Routinely Available,Yes,Low,False
641,MUCA2,,Muhlenbergia capillaris,,Medium,Moderate,,3.0,No,None,Yes,Yes,120.0,High,5.8,6.8,30.0,90.0,9.0,Intolerant,7.0,Routinely Available,Yes,Low,False
642,MUGL3,,Muhlenbergia glomerata,,Medium,Moderate,,3.0,No,None,No,Yes,100.0,Medium,5.3,7.5,30.0,50.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
643,MUME2,,Muhlenbergia mexicana,,Medium,Moderate,,3.0,No,None,No,Yes,100.0,Medium,5.5,7.5,20.0,50.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
644,MURI2,,Muhlenbergia rigens,,High,Moderate,,4.5,No,None,Yes,Yes,334.0,Low,5.5,7.5,10.0,18.0,14.0,Intermediate,23.0,Routinely Available,Yes,Low,False
645,MUWR,,Muhlenbergia wrightii,,Medium,Moderate,,2.0,No,None,Yes,Yes,120.0,Medium,5.8,7.5,13.0,20.0,14.0,Intolerant,-18.0,Routinely Available,Yes,High,False
646,MYSC,,Myosotis scorpioides,WI,Medium,Moderate,,1.5,No,None,No,Yes,130.0,High,5.5,7.5,24.0,55.0,8.0,Intermediate,-33.0,Routinely Available,Yes,,False
647,MYGA,,Myrica gale,,,Moderate,7.0,6.0,No,Low,No,Yes,95.0,Medium,5.0,7.8,30.0,50.0,14.0,Tolerant,-33.0,Routinely Available,Yes,,True
648,NAFL,,Najas flexilis,,Low,Rapid,,2.5,No,None,Yes,Yes,,High,6.5,7.5,,,,Intermediate,47.0,Routinely Available,Yes,,False
649,NADO,,Nandina domestica,FLEPPC,Medium,Rapid,8.0,8.0,Yes,None,Yes,Yes,165.0,High,4.5,6.0,35.0,55.0,20.0,Tolerant,2.0,Routinely Available,Yes,Low,True
650,NAVI4,,Nassella viridula,,Medium,Rapid,,2.0,No,None,No,Yes,90.0,Low,6.6,8.4,15.0,24.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
651,NEAR5,,Nekemias arborea,SWSS,,,,,,,,,,,,,,,,,,,,,False
652,NEAR5,AMAR5,Ampelopsis arborea,SWSS,,Rapid,,0.1,No,None,Yes,Yes,110.0,Medium,4.0,8.0,35.0,60.0,6.0,Tolerant,-13.0,Routinely Available,Yes,Medium,True
653,NELU,,Nelumbo lutea,STATE,Medium,Moderate,,3.0,No,None,Yes,Yes,130.0,High,4.6,8.7,,,12.0,Intolerant,-36.0,Routinely Available,Yes,,False
654,NEWI2,,Neonotonia wightii,,Low,Moderate,,2.5,Yes,High,Yes,Yes,350.0,Medium,5.5,7.8,15.0,80.0,12.0,Intermediate,50.0,Routinely Available,Yes,High,False
655,NEOL,,Nerium oleander,,High,Rapid,12.0,12.0,Yes,None,Yes,Yes,230.0,Low,5.5,7.8,14.0,60.0,16.0,Intolerant,14.0,Routinely Available,Yes,,True
656,NIOC2,,Nitrophila occidentalis,,High,Moderate,,1.0,No,None,No,Yes,165.0,Medium,7.0,10.0,8.0,16.0,10.0,Intolerant,-13.0,Routinely Available,Yes,,False
657,NULUP,,Nuphar lutea ssp. polysepala,,Medium,Rapid,,4.0,No,None,Yes,Yes,120.0,High,5.0,8.0,10.0,40.0,12.0,Intolerant,-62.0,Routinely Available,Yes,Medium,False
658,NYME,,Nymphaea mexicana,STATE,Medium,Moderate,,,No,None,No,Yes,205.0,High,5.0,9.0,,,12.0,Intolerant,-2.0,Routinely Available,No,High,False
659,NYAQ2,,Nyssa aquatica,,High,Moderate,30.0,100.0,No,None,Yes,Yes,231.0,High,4.3,5.7,40.0,60.0,28.0,Intolerant,-23.0,Routinely Available,Yes,Medium,True
660,NYBI,,Nyssa biflora,,High,Moderate,36.0,115.0,No,None,No,Yes,230.0,High,4.5,5.7,40.0,60.0,34.0,Intolerant,-18.0,Routinely Available,Yes,Medium,False
661,NYOG,,Nyssa ogeche,,High,Rapid,40.0,50.0,No,None,Yes,Yes,270.0,High,4.5,6.5,45.0,60.0,24.0,Intolerant,-8.0,Routinely Available,Yes,,True
662,NYSY,,Nyssa sylvatica,,High,Moderate,30.0,95.0,No,None,Yes,Yes,140.0,Medium,4.5,6.0,40.0,60.0,30.0,Tolerant,-18.0,Routinely Available,Yes,Medium,True
663,OEEL,,Oenothera elata,,Medium,Moderate,,5.0,No,None,Yes,Yes,120.0,High,5.5,7.5,10.0,25.0,8.0,Intolerant,-23.0,Routinely Available,Yes,Low,False
664,ONVI,,Onobrychis viciifolia,,Low,Moderate,,2.5,No,Medium,Yes,Yes,90.0,Medium,6.0,8.5,10.0,45.0,14.0,Intolerant,-40.0,Routinely Available,Yes,High,False
665,OPFI,,Opuntia ficus-indica,,Low,Slow,10.0,10.0,Yes,None,Yes,Yes,200.0,Low,7.0,8.5,8.0,15.0,6.0,Intolerant,-3.0,Routinely Available,Yes,Low,False
666,OSCI,,Osmunda cinnamomea,,,Moderate,,4.9,No,None,No,Yes,100.0,Medium,4.5,7.0,40.0,60.0,12.0,Tolerant,-33.0,Routinely Available,No,Low,False
667,OSCL2,,Osmunda claytoniana,,High,Moderate,,4.0,No,None,No,Yes,110.0,High,4.0,6.0,32.0,55.0,12.0,Tolerant,-38.0,Routinely Available,No,,False
668,OSRE,,Osmunda regalis,,High,Moderate,,6.0,No,None,Yes,Yes,110.0,High,4.0,6.0,32.0,55.0,16.0,Tolerant,-38.0,Routinely Available,Yes,,False
669,OSRES,,Osmunda regalis var. spectabilis,,,Rapid,,4.5,No,None,Yes,Yes,110.0,Medium,4.3,5.2,35.0,60.0,14.0,Tolerant,-33.0,Routinely Available,Yes,,False
670,OSAN,,Osteomeles anthyllidifolia,,High,Slow,12.0,12.0,Yes,None,Yes,Yes,365.0,Medium,5.5,7.0,35.0,80.0,24.0,Intermediate,35.0,Routinely Available,Yes,,False
671,OSVI,,Ostrya virginiana,,High,Slow,20.0,45.0,No,None,Yes,Yes,100.0,Low,4.2,7.6,18.0,60.0,16.0,Tolerant,-38.0,Routinely Available,Yes,Medium,True
672,OXAR,,Oxydendrum arboreum,,High,Slow,20.0,35.0,No,None,Yes,Yes,150.0,Low,4.0,6.5,30.0,40.0,30.0,Tolerant,-13.0,Routinely Available,Yes,Medium,True
673,OXDI3,,Oxyria digyna,,Low,Moderate,,1.0,No,None,Yes,Yes,100.0,Medium,6.0,8.0,30.0,60.0,10.0,Intermediate,-43.0,Routinely Available,Yes,,False
674,PATE11,,Pachysandra terminalis,,Medium,Slow,,0.8,Yes,None,Yes,Yes,100.0,High,5.5,7.5,36.0,60.0,12.0,Tolerant,-28.0,Routinely Available,No,Low,False
675,PAAU3,,Packera aurea,,,Moderate,,3.9,No,None,No,Yes,120.0,High,4.5,8.5,15.0,55.0,6.0,Tolerant,-43.0,Routinely Available,Yes,Medium,False
676,PAAM2,,Panicum amarum,,Medium,Moderate,,5.0,No,None,Yes,Yes,180.0,Medium,5.0,7.5,18.0,60.0,16.0,Intolerant,-18.0,Routinely Available,Yes,Low,False
677,PAAN4,,Panicum antidotale,STATE,Medium,Rapid,,6.0,No,None,No,Yes,180.0,High,6.0,8.0,15.0,24.0,18.0,Intolerant,2.0,Routinely Available,Yes,Medium,False
678,PACO2,,Panicum coloratum,,Low,Rapid,,3.5,No,None,No,Yes,190.0,Medium,6.5,8.5,19.0,36.0,16.0,Intolerant,-23.0,Routinely Available,Yes,Medium,False
679,PADI,,Panicum dichotomiflorum,"KY, N'EAST, NE&GP, SWSS, WSWS",,Rapid,,3.3,No,None,Yes,Yes,100.0,High,4.8,7.0,20.0,65.0,6.0,Intolerant,-43.0,Routinely Available,Yes,High,False
680,PAMI2,,Panicum miliaceum,"N'EAST, NE&GP, STATE, SWSS, WSWS",Medium,Rapid,,3.0,No,None,No,Yes,120.0,Low,5.8,6.8,25.0,50.0,10.0,Intolerant,47.0,Routinely Available,Yes,Low,False
681,PAOB,,Panicum obtusum,,Medium,Rapid,,2.0,No,None,Yes,Yes,150.0,High,4.8,7.0,8.0,50.0,10.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
682,PAVI2,,Panicum virgatum,SWSS,Medium,Rapid,,5.0,No,None,Yes,Yes,120.0,Medium,4.5,8.0,12.0,60.0,12.0,Intolerant,-43.0,Routinely Available,Yes,Medium,True
683,PAQU2,,Parthenocissus quinquefolia,"N'EAST, SWSS",High,Rapid,,1.0,No,None,No,Yes,130.0,Low,5.0,7.5,32.0,60.0,16.0,Intermediate,-28.0,Routinely Available,Yes,Medium,True
684,PATR6,,Parthenocissus tricuspidata,,High,Rapid,,2.0,No,None,Yes,Yes,110.0,High,5.0,6.5,35.0,60.0,14.0,Tolerant,-28.0,Routinely Available,Yes,Low,True
685,PASM,,Pascopyrum smithii,,Medium,Rapid,,2.0,No,None,No,Yes,90.0,Medium,4.5,9.0,8.0,36.0,20.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
686,PADI3,,Paspalum dilatatum,"N'EAST, SWSS, WSWS",Medium,Moderate,,3.0,No,None,No,Yes,165.0,High,4.9,6.5,35.0,60.0,6.0,Intermediate,-3.0,Routinely Available,Yes,Medium,False
687,PADI6,,Paspalum distichum,,Medium,Rapid,,0.9,No,None,No,Yes,220.0,High,4.9,8.9,30.0,64.0,4.0,Intolerant,-13.0,Routinely Available,Yes,High,False
688,PANOS,,Paspalum notatum var. saurae,,Medium,Rapid,,2.0,Yes,None,Yes,Yes,210.0,Low,4.5,6.5,36.0,65.0,20.0,Intermediate,-3.0,Routinely Available,Yes,High,False
689,PAVA,,Paspalum vaginatum,,Low,Moderate,,0.1,No,None,No,Yes,269.0,High,5.1,6.7,40.0,60.0,6.0,Intolerant,15.0,Routinely Available,Yes,,False
690,PATO2,,Paulownia tomentosa,SEEPPC,High,Rapid,60.0,70.0,No,None,Yes,Yes,180.0,Medium,4.5,7.5,30.0,55.0,36.0,Intolerant,-8.0,Routinely Available,Yes,,True
691,PEGR2,,Pedicularis groenlandica,,Medium,Moderate,,2.5,No,None,No,Yes,90.0,High,5.8,7.2,10.0,50.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
692,PEVI,,Peltandra virginica,,,Slow,,2.3,No,None,Yes,Yes,110.0,High,5.0,8.8,35.0,60.0,16.0,Intermediate,-23.0,Routinely Available,Yes,,False
